NumeroBALEmetteur;NumeroBALRecepteur;Standard;NumeroDocument;TypeDocumentCode;TypeDocumentCodeAgence;NumeroIdentificationDestinataire;NumeroIdentificationDestinataireAgence;DateHeureDocument;NatureInstructions;RolePartieCitee;IdentificationPartieCitee;IdentificationPartieCiteeAgence;NumeroArticleClient;NumeroCommande;FrequenceProgrammeCode;NumeroAvisExpedition;QuantiteRecue;UniteMesureQuantiteRecue;DateHeureReception;DateHeureCalculProgramme;NumeroArticleSupplementaire;CodeDescriptionArticle;CodeIdentificationPointDechargement;ReferenceDelforPrecedent;DateHeureReferenceDelforPrecedent;QuantiteALivrer;UniteMesureQuantiteALivrer;CodeRaisonLivraison;CodeStatutProgramme;DateHeureLivraisonAuPlusTot;DateHeureLivraisonAuPlusTard
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20260622;20260628
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20260629;20260705
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20260706;20260712
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20260713;20260719
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20260720;20260726
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20260817;20260823
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20260824;20260830
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20260831;20260906
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20260907;20260913
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20260914;20260920
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20260921;20260927
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20260928;20261004
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20261005;20261011
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20261012;20261018
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20261019;20261025
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20261026;20261101
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20261102;20261108
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20261109;20261115
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20261116;20261122
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20261123;20261129
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20261130;20261206
VDA4905;ECAR;EDIFACT;ME26052702100325;241;10;0060437618919153;5;20260527;10;CN;0060437618919153;5;9858256180;98454390;;;0;;;;9858256180;;ME M63;;;0;PCE;113;4;20261207;20261213
